je_number,posting_date,account_code,account_name,account_type,debit_amount,credit_amount,description,posted_by,approval_status
JE01245,2023-10-16,5001,Cost of Goods Sold,Expense,13745.07,0.0,Invoice - V002,avanwyk,Approved
JE01245,2023-10-16,2001,Accounts Payable,Liability,0.0,13745.07,AP offset - V002,avanwyk,Approved
JE01246,2023-03-02,5800,Miscellaneous Expense,Expense,84489.12,0.0,Invoice - V003,nmokoena,Approved
JE01246,2023-03-02,2001,Accounts Payable,Liability,0.0,84489.12,AP offset - V003,nmokoena,Approved
JE01247,2023-11-13,5400,Marketing and Advertising,Expense,51930.68,0.0,Invoice - V015,lpJonas,Approved
JE01247,2023-11-13,2001,Accounts Payable,Liability,0.0,51930.68,AP offset - V015,lpJonas,Approved
JE01248,2023-08-15,5500,Professional Fees,Expense,32951.75,0.0,Invoice - V019,avanwyk,Approved
JE01248,2023-08-15,2001,Accounts Payable,Liability,0.0,32951.75,AP offset - V019,avanwyk,Approved
JE01249,2023-11-14,5400,Marketing and Advertising,Expense,26651.94,0.0,Invoice - V015,lpJonas,Approved
JE01249,2023-11-14,2001,Accounts Payable,Liability,0.0,26651.94,AP offset - V015,lpJonas,Approved
JE01250,2023-04-17,5500,Professional Fees,Expense,80597.58,0.0,Invoice - V004,nmokoena,Approved
JE01250,2023-04-17,2001,Accounts Payable,Liability,0.0,80597.58,AP offset - V004,nmokoena,Approved
JE01251,2023-02-11,5600,Travel and Entertainment,Expense,23230.27,0.0,Invoice - V007,lpJonas,Approved
JE01251,2023-02-11,2001,Accounts Payable,Liability,0.0,23230.27,AP offset - V007,lpJonas,Approved
JE01252,2023-02-08,5300,Utilities Expense,Expense,15600.34,0.0,Invoice - V008,lpJonas,Approved
JE01252,2023-02-08,2001,Accounts Payable,Liability,0.0,15600.34,AP offset - V008,lpJonas,Approved
JE01253,2023-12-19,5800,Miscellaneous Expense,Expense,35315.48,0.0,Invoice - V001,nmokoena,Approved
JE01253,2023-12-19,2001,Accounts Payable,Liability,0.0,35315.48,AP offset - V001,nmokoena,Approved
JE01254,2023-04-29,5001,Cost of Goods Sold,Expense,25465.78,0.0,Invoice - V017,avanwyk,Approved
JE01254,2023-04-29,2001,Accounts Payable,Liability,0.0,25465.78,AP offset - V017,avanwyk,Approved
JE01255,2023-08-21,5200,Rent Expense,Expense,60050.95,0.0,Invoice - V010,lpJonas,Approved
JE01255,2023-08-21,2001,Accounts Payable,Liability,0.0,60050.95,AP offset - V010,lpJonas,Approved
JE01256,2023-11-17,5300,Utilities Expense,Expense,78608.53,0.0,Invoice - V008,nmokoena,Approved
JE01256,2023-11-17,2001,Accounts Payable,Liability,0.0,78608.53,AP offset - V008,nmokoena,Approved
JE01257,2023-10-06,5600,Travel and Entertainment,Expense,36711.67,0.0,Invoice - V007,lpJonas,Approved
JE01257,2023-10-06,2001,Accounts Payable,Liability,0.0,36711.67,AP offset - V007,lpJonas,Approved
JE01258,2023-03-14,5500,Professional Fees,Expense,77306.56,0.0,Invoice - V005,lpJonas,Approved
JE01258,2023-03-14,2001,Accounts Payable,Liability,0.0,77306.56,AP offset - V005,lpJonas,Approved
JE01259,2023-06-07,5001,Cost of Goods Sold,Expense,14937.51,0.0,Invoice - V002,nmokoena,Approved
JE01259,2023-06-07,2001,Accounts Payable,Liability,0.0,14937.51,AP offset - V002,nmokoena,Approved
JE01260,2023-08-28,5200,Rent Expense,Expense,37888.89,0.0,Invoice - V010,nmokoena,Approved
JE01260,2023-08-28,2001,Accounts Payable,Liability,0.0,37888.89,AP offset - V010,nmokoena,Approved
JE01261,2023-05-20,5200,Rent Expense,Expense,59777.63,0.0,Invoice - V010,nmokoena,Approved
JE01261,2023-05-20,2001,Accounts Payable,Liability,0.0,59777.63,AP offset - V010,nmokoena,Approved
JE01262,2023-02-11,5001,Cost of Goods Sold,Expense,42478.8,0.0,Invoice - V020,nmokoena,Approved
JE01262,2023-02-11,2001,Accounts Payable,Liability,0.0,42478.8,AP offset - V020,nmokoena,Approved
JE01263,2023-06-15,5001,Cost of Goods Sold,Expense,75711.52,0.0,Invoice - V002,nmokoena,Approved
JE01263,2023-06-15,2001,Accounts Payable,Liability,0.0,75711.52,AP offset - V002,nmokoena,Approved
JE01264,2023-04-28,5500,Professional Fees,Expense,3172.65,0.0,Invoice - V009,nmokoena,Approved
JE01264,2023-04-28,2001,Accounts Payable,Liability,0.0,3172.65,AP offset - V009,nmokoena,Approved
JE01265,2023-12-11,5800,Miscellaneous Expense,Expense,84964.08,0.0,Invoice - V001,avanwyk,Approved
JE01265,2023-12-11,2001,Accounts Payable,Liability,0.0,84964.08,AP offset - V001,avanwyk,Approved
JE01266,2023-03-31,5001,Cost of Goods Sold,Expense,65101.16,0.0,Invoice - V002,avanwyk,Approved
JE01266,2023-03-31,2001,Accounts Payable,Liability,0.0,65101.16,AP offset - V002,avanwyk,Approved
JE01267,2023-05-23,5500,Professional Fees,Expense,55726.8,0.0,Invoice - V019,lpJonas,Approved
JE01267,2023-05-23,2001,Accounts Payable,Liability,0.0,55726.8,AP offset - V019,lpJonas,Approved
JE01268,2023-09-09,5400,Marketing and Advertising,Expense,54321.92,0.0,Invoice - V015,lpJonas,Approved
JE01268,2023-09-09,2001,Accounts Payable,Liability,0.0,54321.92,AP offset - V015,lpJonas,Approved
JE01269,2023-06-20,5001,Cost of Goods Sold,Expense,30228.73,0.0,Invoice - V017,avanwyk,Approved
JE01269,2023-06-20,2001,Accounts Payable,Liability,0.0,30228.73,AP offset - V017,avanwyk,Approved
JE01270,2023-06-18,5500,Professional Fees,Expense,73049.58,0.0,Invoice - V004,avanwyk,Approved
JE01270,2023-06-18,2001,Accounts Payable,Liability,0.0,73049.58,AP offset - V004,avanwyk,Approved
JE01271,2023-07-25,5001,Cost of Goods Sold,Expense,25210.29,0.0,Invoice - V017,nmokoena,Approved
JE01271,2023-07-25,2001,Accounts Payable,Liability,0.0,25210.29,AP offset - V017,nmokoena,Approved
JE01272,2023-06-11,5001,Cost of Goods Sold,Expense,39205.38,0.0,Invoice - V002,avanwyk,Approved
JE01272,2023-06-11,2001,Accounts Payable,Liability,0.0,39205.38,AP offset - V002,avanwyk,Approved
JE01273,2023-07-26,5600,Travel and Entertainment,Expense,10737.41,0.0,Invoice - V011,nmokoena,Approved
JE01273,2023-07-26,2001,Accounts Payable,Liability,0.0,10737.41,AP offset - V011,nmokoena,Approved
JE01274,2023-10-05,5800,Miscellaneous Expense,Expense,56243.47,0.0,Invoice - V001,avanwyk,Approved
JE01274,2023-10-05,2001,Accounts Payable,Liability,0.0,56243.47,AP offset - V001,avanwyk,Approved
JE01275,2023-09-23,5400,Marketing and Advertising,Expense,5553.14,0.0,Invoice - V015,avanwyk,Approved
JE01275,2023-09-23,2001,Accounts Payable,Liability,0.0,5553.14,AP offset - V015,avanwyk,Approved
JE01276,2023-01-27,5001,Cost of Goods Sold,Expense,53534.33,0.0,Invoice - V017,lpJonas,Approved
JE01276,2023-01-27,2001,Accounts Payable,Liability,0.0,53534.33,AP offset - V017,lpJonas,Approved
JE01277,2023-05-28,5500,Professional Fees,Expense,47134.45,0.0,Invoice - V009,avanwyk,Approved
JE01277,2023-05-28,2001,Accounts Payable,Liability,0.0,47134.45,AP offset - V009,avanwyk,Approved
JE01278,2023-11-19,5001,Cost of Goods Sold,Expense,11199.79,0.0,Invoice - V017,nmokoena,Approved
JE01278,2023-11-19,2001,Accounts Payable,Liability,0.0,11199.79,AP offset - V017,nmokoena,Approved
JE01279,2023-06-09,5300,Utilities Expense,Expense,60621.76,0.0,Invoice - V008,nmokoena,Approved
JE01279,2023-06-09,2001,Accounts Payable,Liability,0.0,60621.76,AP offset - V008,nmokoena,Approved
JE01280,2023-02-17,5800,Miscellaneous Expense,Expense,47389.12,0.0,Invoice - V001,lpJonas,Approved
JE01280,2023-02-17,2001,Accounts Payable,Liability,0.0,47389.12,AP offset - V001,lpJonas,Approved
JE01281,2023-03-02,5500,Professional Fees,Expense,39761.62,0.0,Invoice - V004,nmokoena,Approved
JE01281,2023-03-02,2001,Accounts Payable,Liability,0.0,39761.62,AP offset - V004,nmokoena,Approved
JE01282,2023-05-30,5500,Professional Fees,Expense,42863.54,0.0,Invoice - V005,nmokoena,Approved
JE01282,2023-05-30,2001,Accounts Payable,Liability,0.0,42863.54,AP offset - V005,nmokoena,Approved
JE01283,2023-09-05,5500,Professional Fees,Expense,35901.19,0.0,Invoice - V009,avanwyk,Approved
JE01283,2023-09-05,2001,Accounts Payable,Liability,0.0,35901.19,AP offset - V009,avanwyk,Approved
JE01284,2023-03-16,5300,Utilities Expense,Expense,39370.06,0.0,Invoice - V008,avanwyk,Approved
JE01284,2023-03-16,2001,Accounts Payable,Liability,0.0,39370.06,AP offset - V008,avanwyk,Approved
JE01285,2023-09-18,5600,Travel and Entertainment,Expense,78436.92,0.0,Invoice - V007,nmokoena,Approved
JE01285,2023-09-18,2001,Accounts Payable,Liability,0.0,78436.92,AP offset - V007,nmokoena,Approved
JE01286,2023-05-22,5500,Professional Fees,Expense,73578.26,0.0,Invoice - V005,avanwyk,Approved
JE01286,2023-05-22,2001,Accounts Payable,Liability,0.0,73578.26,AP offset - V005,avanwyk,Approved
JE01287,2023-09-17,5600,Travel and Entertainment,Expense,79476.87,0.0,Invoice - V011,avanwyk,Approved
JE01287,2023-09-17,2001,Accounts Payable,Liability,0.0,79476.87,AP offset - V011,avanwyk,Approved
JE01288,2023-06-02,5800,Miscellaneous Expense,Expense,24758.47,0.0,Invoice - V001,nmokoena,Approved
JE01288,2023-06-02,2001,Accounts Payable,Liability,0.0,24758.47,AP offset - V001,nmokoena,Approved
JE01289,2023-08-17,5001,Cost of Goods Sold,Expense,73681.89,0.0,Invoice - V017,nmokoena,Approved
JE01289,2023-08-17,2001,Accounts Payable,Liability,0.0,73681.89,AP offset - V017,nmokoena,Approved
JE01290,2023-10-10,5001,Cost of Goods Sold,Expense,29990.41,0.0,Invoice - V017,nmokoena,Approved
JE01290,2023-10-10,2001,Accounts Payable,Liability,0.0,29990.41,AP offset - V017,nmokoena,Approved
JE01291,2023-06-14,5001,Cost of Goods Sold,Expense,39248.95,0.0,Invoice - V013,lpJonas,Approved
JE01291,2023-06-14,2001,Accounts Payable,Liability,0.0,39248.95,AP offset - V013,lpJonas,Approved
JE01292,2023-04-30,5300,Utilities Expense,Expense,49031.0,0.0,Invoice - V008,avanwyk,Approved
JE01292,2023-04-30,2001,Accounts Payable,Liability,0.0,49031.0,AP offset - V008,avanwyk,Approved
JE01293,2023-08-31,5001,Cost of Goods Sold,Expense,27726.81,0.0,Invoice - V002,nmokoena,Approved
JE01293,2023-08-31,2001,Accounts Payable,Liability,0.0,27726.81,AP offset - V002,nmokoena,Approved
JE01294,2023-12-06,5001,Cost of Goods Sold,Expense,33430.62,0.0,Invoice - V013,nmokoena,Approved
JE01294,2023-12-06,2001,Accounts Payable,Liability,0.0,33430.62,AP offset - V013,nmokoena,Approved
JE01295,2023-01-19,5500,Professional Fees,Expense,42607.61,0.0,Invoice - V005,lpJonas,Approved
JE01295,2023-01-19,2001,Accounts Payable,Liability,0.0,42607.61,AP offset - V005,lpJonas,Approved
JE01296,2023-06-19,5500,Professional Fees,Expense,82089.7,0.0,Invoice - V019,lpJonas,Approved
JE01296,2023-06-19,2001,Accounts Payable,Liability,0.0,82089.7,AP offset - V019,lpJonas,Approved
JE01297,2023-08-22,5500,Professional Fees,Expense,9375.78,0.0,Invoice - V016,lpJonas,Approved
JE01297,2023-08-22,2001,Accounts Payable,Liability,0.0,9375.78,AP offset - V016,lpJonas,Approved
JE01298,2023-12-02,5500,Professional Fees,Expense,35438.2,0.0,Invoice - V005,lpJonas,Approved
JE01298,2023-12-02,2001,Accounts Payable,Liability,0.0,35438.2,AP offset - V005,lpJonas,Approved
JE01299,2023-05-16,5800,Miscellaneous Expense,Expense,40437.21,0.0,Invoice - V003,avanwyk,Approved
JE01299,2023-05-16,2001,Accounts Payable,Liability,0.0,40437.21,AP offset - V003,avanwyk,Approved
JE01300,2023-06-18,5001,Cost of Goods Sold,Expense,55586.28,0.0,Invoice - V013,nmokoena,Approved
JE01300,2023-06-18,2001,Accounts Payable,Liability,0.0,55586.28,AP offset - V013,nmokoena,Approved
JE01301,2023-06-12,5001,Cost of Goods Sold,Expense,32920.79,0.0,Invoice - V020,nmokoena,Approved
JE01301,2023-06-12,2001,Accounts Payable,Liability,0.0,32920.79,AP offset - V020,nmokoena,Approved
JE01302,2023-01-19,5001,Cost of Goods Sold,Expense,74280.17,0.0,Invoice - V017,nmokoena,Approved
JE01302,2023-01-19,2001,Accounts Payable,Liability,0.0,74280.17,AP offset - V017,nmokoena,Approved
JE01303,2023-12-17,5800,Miscellaneous Expense,Expense,20720.7,0.0,Invoice - V003,avanwyk,Approved
JE01303,2023-12-17,2001,Accounts Payable,Liability,0.0,20720.7,AP offset - V003,avanwyk,Approved
JE01304,2023-08-11,5300,Utilities Expense,Expense,63728.37,0.0,Invoice - V008,lpJonas,Approved
JE01304,2023-08-11,2001,Accounts Payable,Liability,0.0,63728.37,AP offset - V008,lpJonas,Approved
JE01305,2023-12-22,5500,Professional Fees,Expense,38269.0,0.0,Invoice - V004,avanwyk,Approved
JE01305,2023-12-22,2001,Accounts Payable,Liability,0.0,38269.0,AP offset - V004,avanwyk,Approved
JE01306,2023-01-29,5800,Miscellaneous Expense,Expense,4863.24,0.0,Invoice - V001,avanwyk,Approved
JE01306,2023-01-29,2001,Accounts Payable,Liability,0.0,4863.24,AP offset - V001,avanwyk,Approved
JE01307,2023-03-16,5500,Professional Fees,Expense,32486.65,0.0,Invoice - V012,lpJonas,Approved
JE01307,2023-03-16,2001,Accounts Payable,Liability,0.0,32486.65,AP offset - V012,lpJonas,Approved
JE01308,2023-12-16,5500,Professional Fees,Expense,35612.35,0.0,Invoice - V019,lpJonas,Approved
JE01308,2023-12-16,2001,Accounts Payable,Liability,0.0,35612.35,AP offset - V019,lpJonas,Approved
JE01309,2023-11-09,5400,Marketing and Advertising,Expense,15705.83,0.0,Invoice - V006,avanwyk,Approved
JE01309,2023-11-09,2001,Accounts Payable,Liability,0.0,15705.83,AP offset - V006,avanwyk,Approved
JE01310,2023-10-26,5300,Utilities Expense,Expense,42804.05,0.0,Invoice - V008,lpJonas,Approved
JE01310,2023-10-26,2001,Accounts Payable,Liability,0.0,42804.05,AP offset - V008,lpJonas,Approved
JE01311,2023-05-11,5300,Utilities Expense,Expense,39736.59,0.0,Invoice - V008,avanwyk,Approved
JE01311,2023-05-11,2001,Accounts Payable,Liability,0.0,39736.59,AP offset - V008,avanwyk,Approved
JE01312,2023-08-27,5500,Professional Fees,Expense,57014.62,0.0,Invoice - V009,avanwyk,Approved
JE01312,2023-08-27,2001,Accounts Payable,Liability,0.0,57014.62,AP offset - V009,avanwyk,Approved
JE01313,2023-08-15,5001,Cost of Goods Sold,Expense,14269.95,0.0,Invoice - V020,avanwyk,Approved
JE01313,2023-08-15,2001,Accounts Payable,Liability,0.0,14269.95,AP offset - V020,avanwyk,Approved
JE01314,2023-08-06,5200,Rent Expense,Expense,54670.85,0.0,Invoice - V010,nmokoena,Approved
JE01314,2023-08-06,2001,Accounts Payable,Liability,0.0,54670.85,AP offset - V010,nmokoena,Approved
JE01315,2023-06-04,5500,Professional Fees,Expense,39374.21,0.0,Invoice - V009,lpJonas,Approved
JE01315,2023-06-04,2001,Accounts Payable,Liability,0.0,39374.21,AP offset - V009,lpJonas,Approved
JE01316,2023-02-24,5001,Cost of Goods Sold,Expense,72680.18,0.0,Invoice - V013,lpJonas,Approved
JE01316,2023-02-24,2001,Accounts Payable,Liability,0.0,72680.18,AP offset - V013,lpJonas,Approved
JE01317,2023-10-22,5001,Cost of Goods Sold,Expense,49041.51,0.0,Invoice - V013,avanwyk,Approved
JE01317,2023-10-22,2001,Accounts Payable,Liability,0.0,49041.51,AP offset - V013,avanwyk,Approved
JE01318,2023-12-04,5200,Rent Expense,Expense,2842.93,0.0,Invoice - V010,avanwyk,Approved
JE01318,2023-12-04,2001,Accounts Payable,Liability,0.0,2842.93,AP offset - V010,avanwyk,Approved
JE01319,2023-12-18,5500,Professional Fees,Expense,1680.23,0.0,Invoice - V009,nmokoena,Approved
JE01319,2023-12-18,2001,Accounts Payable,Liability,0.0,1680.23,AP offset - V009,nmokoena,Approved
JE01320,2023-09-12,5001,Cost of Goods Sold,Expense,77491.82,0.0,Invoice - V002,avanwyk,Approved
JE01320,2023-09-12,2001,Accounts Payable,Liability,0.0,77491.82,AP offset - V002,avanwyk,Approved
JE01321,2023-06-30,5300,Utilities Expense,Expense,51993.46,0.0,Invoice - V008,lpJonas,Approved
JE01321,2023-06-30,2001,Accounts Payable,Liability,0.0,51993.46,AP offset - V008,lpJonas,Approved
JE01322,2023-12-14,5600,Travel and Entertainment,Expense,53154.86,0.0,Invoice - V007,nmokoena,Approved
JE01322,2023-12-14,2001,Accounts Payable,Liability,0.0,53154.86,AP offset - V007,nmokoena,Approved
JE01323,2023-11-18,5500,Professional Fees,Expense,53772.84,0.0,Invoice - V005,nmokoena,Approved
JE01323,2023-11-18,2001,Accounts Payable,Liability,0.0,53772.84,AP offset - V005,nmokoena,Approved
JE01324,2023-08-14,5001,Cost of Goods Sold,Expense,26950.36,0.0,Invoice - V002,lpJonas,Approved
JE01324,2023-08-14,2001,Accounts Payable,Liability,0.0,26950.36,AP offset - V002,lpJonas,Approved
JE01325,2023-02-16,5500,Professional Fees,Expense,62518.22,0.0,Invoice - V012,avanwyk,Approved
JE01325,2023-02-16,2001,Accounts Payable,Liability,0.0,62518.22,AP offset - V012,avanwyk,Approved
JE01326,2023-03-31,5600,Travel and Entertainment,Expense,63788.39,0.0,Invoice - V011,lpJonas,Approved
JE01326,2023-03-31,2001,Accounts Payable,Liability,0.0,63788.39,AP offset - V011,lpJonas,Approved
JE01327,2023-07-07,5500,Professional Fees,Expense,67067.08,0.0,Invoice - V005,nmokoena,Approved
JE01327,2023-07-07,2001,Accounts Payable,Liability,0.0,67067.08,AP offset - V005,nmokoena,Approved
JE01328,2023-03-26,5500,Professional Fees,Expense,77732.91,0.0,Invoice - V019,avanwyk,Approved
JE01328,2023-03-26,2001,Accounts Payable,Liability,0.0,77732.91,AP offset - V019,avanwyk,Approved
JE01329,2023-06-01,5001,Cost of Goods Sold,Expense,82260.26,0.0,Invoice - V017,nmokoena,Approved
JE01329,2023-06-01,2001,Accounts Payable,Liability,0.0,82260.26,AP offset - V017,nmokoena,Approved
JE01330,2023-08-28,5600,Travel and Entertainment,Expense,68555.53,0.0,Invoice - V011,lpJonas,Approved
JE01330,2023-08-28,2001,Accounts Payable,Liability,0.0,68555.53,AP offset - V011,lpJonas,Approved
JE01331,2023-04-26,5500,Professional Fees,Expense,64348.73,0.0,Invoice - V005,nmokoena,Approved
JE01331,2023-04-26,2001,Accounts Payable,Liability,0.0,64348.73,AP offset - V005,nmokoena,Approved
JE01332,2023-10-13,5001,Cost of Goods Sold,Expense,82250.66,0.0,Invoice - V013,avanwyk,Approved
JE01332,2023-10-13,2001,Accounts Payable,Liability,0.0,82250.66,AP offset - V013,avanwyk,Approved
JE01333,2023-01-08,5800,Miscellaneous Expense,Expense,67417.29,0.0,Invoice - V003,avanwyk,Approved
JE01333,2023-01-08,2001,Accounts Payable,Liability,0.0,67417.29,AP offset - V003,avanwyk,Approved
JE01334,2023-07-08,5001,Cost of Goods Sold,Expense,11381.45,0.0,Invoice - V020,nmokoena,Approved
JE01334,2023-07-08,2001,Accounts Payable,Liability,0.0,11381.45,AP offset - V020,nmokoena,Approved
JE01335,2023-11-23,5500,Professional Fees,Expense,50103.05,0.0,Invoice - V009,avanwyk,Approved
JE01335,2023-11-23,2001,Accounts Payable,Liability,0.0,50103.05,AP offset - V009,avanwyk,Approved
JE01336,2023-08-30,5500,Professional Fees,Expense,57686.27,0.0,Invoice - V004,lpJonas,Approved
JE01336,2023-08-30,2001,Accounts Payable,Liability,0.0,57686.27,AP offset - V004,lpJonas,Approved
JE01337,2023-11-09,5001,Cost of Goods Sold,Expense,28552.53,0.0,Invoice - V020,lpJonas,Approved
JE01337,2023-11-09,2001,Accounts Payable,Liability,0.0,28552.53,AP offset - V020,lpJonas,Approved
JE01338,2023-08-26,5800,Miscellaneous Expense,Expense,54373.93,0.0,Invoice - V003,nmokoena,Approved
JE01338,2023-08-26,2001,Accounts Payable,Liability,0.0,54373.93,AP offset - V003,nmokoena,Approved
JE01339,2023-03-01,5200,Rent Expense,Expense,55536.11,0.0,Invoice - V010,lpJonas,Approved
JE01339,2023-03-01,2001,Accounts Payable,Liability,0.0,55536.11,AP offset - V010,lpJonas,Approved
JE01340,2023-06-05,5001,Cost of Goods Sold,Expense,80485.97,0.0,Invoice - V002,avanwyk,Approved
JE01340,2023-06-05,2001,Accounts Payable,Liability,0.0,80485.97,AP offset - V002,avanwyk,Approved
JE01341,2023-10-03,5500,Professional Fees,Expense,9164.13,0.0,Invoice - V004,lpJonas,Approved
JE01341,2023-10-03,2001,Accounts Payable,Liability,0.0,9164.13,AP offset - V004,lpJonas,Approved
JE01342,2023-12-10,5001,Cost of Goods Sold,Expense,39106.08,0.0,Invoice - V013,nmokoena,Approved
JE01342,2023-12-10,2001,Accounts Payable,Liability,0.0,39106.08,AP offset - V013,nmokoena,Approved
JE01343,2023-03-21,5001,Cost of Goods Sold,Expense,36206.65,0.0,Invoice - V020,avanwyk,Approved
JE01343,2023-03-21,2001,Accounts Payable,Liability,0.0,36206.65,AP offset - V020,avanwyk,Approved
JE01344,2023-11-12,5500,Professional Fees,Expense,71030.22,0.0,Invoice - V004,avanwyk,Approved
JE01344,2023-11-12,2001,Accounts Payable,Liability,0.0,71030.22,AP offset - V004,avanwyk,Approved
JE01345,2023-07-09,5500,Professional Fees,Expense,3748.17,0.0,Invoice - V009,lpJonas,Approved
JE01345,2023-07-09,2001,Accounts Payable,Liability,0.0,3748.17,AP offset - V009,lpJonas,Approved
JE01346,2023-05-01,5500,Professional Fees,Expense,38354.45,0.0,Invoice - V016,avanwyk,Approved
JE01346,2023-05-01,2001,Accounts Payable,Liability,0.0,38354.45,AP offset - V016,avanwyk,Approved
JE01347,2023-07-08,5500,Professional Fees,Expense,83397.93,0.0,Invoice - V004,nmokoena,Approved
JE01347,2023-07-08,2001,Accounts Payable,Liability,0.0,83397.93,AP offset - V004,nmokoena,Approved
JE01348,2023-05-22,5500,Professional Fees,Expense,6086.21,0.0,Invoice - V012,lpJonas,Approved
JE01348,2023-05-22,2001,Accounts Payable,Liability,0.0,6086.21,AP offset - V012,lpJonas,Approved
JE01349,2023-08-21,5500,Professional Fees,Expense,80716.91,0.0,Invoice - V004,lpJonas,Approved
JE01349,2023-08-21,2001,Accounts Payable,Liability,0.0,80716.91,AP offset - V004,lpJonas,Approved
JE01350,2023-11-02,5600,Travel and Entertainment,Expense,54903.18,0.0,Invoice - V007,lpJonas,Approved
JE01350,2023-11-02,2001,Accounts Payable,Liability,0.0,54903.18,AP offset - V007,lpJonas,Approved
JE01351,2023-05-05,5001,Cost of Goods Sold,Expense,67090.75,0.0,Invoice - V002,lpJonas,Approved
JE01351,2023-05-05,2001,Accounts Payable,Liability,0.0,67090.75,AP offset - V002,lpJonas,Approved
JE01352,2023-10-11,5600,Travel and Entertainment,Expense,6763.25,0.0,Invoice - V007,lpJonas,Approved
JE01352,2023-10-11,2001,Accounts Payable,Liability,0.0,6763.25,AP offset - V007,lpJonas,Approved
JE01353,2023-04-30,5600,Travel and Entertainment,Expense,69296.45,0.0,Invoice - V007,avanwyk,Approved
JE01353,2023-04-30,2001,Accounts Payable,Liability,0.0,69296.45,AP offset - V007,avanwyk,Approved
JE01354,2023-11-02,5500,Professional Fees,Expense,67246.08,0.0,Invoice - V005,lpJonas,Approved
JE01354,2023-11-02,2001,Accounts Payable,Liability,0.0,67246.08,AP offset - V005,lpJonas,Approved
JE01355,2023-03-16,5500,Professional Fees,Expense,73106.11,0.0,Invoice - V009,lpJonas,Approved
JE01355,2023-03-16,2001,Accounts Payable,Liability,0.0,73106.11,AP offset - V009,lpJonas,Approved
JE01356,2023-03-31,5001,Cost of Goods Sold,Expense,22054.95,0.0,Invoice - V020,lpJonas,Approved
JE01356,2023-03-31,2001,Accounts Payable,Liability,0.0,22054.95,AP offset - V020,lpJonas,Approved
JE01357,2023-07-03,5800,Miscellaneous Expense,Expense,12071.47,0.0,Invoice - V001,lpJonas,Approved
JE01357,2023-07-03,2001,Accounts Payable,Liability,0.0,12071.47,AP offset - V001,lpJonas,Approved
JE01358,2023-05-16,5600,Travel and Entertainment,Expense,2325.61,0.0,Invoice - V011,lpJonas,Approved
JE01358,2023-05-16,2001,Accounts Payable,Liability,0.0,2325.61,AP offset - V011,lpJonas,Approved
JE01359,2023-09-27,5500,Professional Fees,Expense,63304.32,0.0,Invoice - V005,lpJonas,Approved
JE01359,2023-09-27,2001,Accounts Payable,Liability,0.0,63304.32,AP offset - V005,lpJonas,Approved
JE01360,2023-12-02,5800,Miscellaneous Expense,Expense,7542.32,0.0,Misc adjustment,lpJonas,Approved
JE01360,2023-12-02,1001,Cash and Cash Equivalents,Asset,0.0,7542.32,Cash offset,lpJonas,Approved
JE01361,2023-07-22,5800,Miscellaneous Expense,Expense,36120.68,0.0,Misc adjustment,lpJonas,Approved
JE01361,2023-07-22,1001,Cash and Cash Equivalents,Asset,0.0,36120.68,Cash offset,lpJonas,Approved
JE01362,2023-08-19,5800,Miscellaneous Expense,Expense,28746.64,0.0,Misc adjustment,lpJonas,Approved
JE01362,2023-08-19,1001,Cash and Cash Equivalents,Asset,0.0,28746.64,Cash offset,lpJonas,Approved
JE01363,2023-07-22,5800,Miscellaneous Expense,Expense,25153.55,0.0,Misc adjustment,lpJonas,Approved
JE01363,2023-07-22,1001,Cash and Cash Equivalents,Asset,0.0,25153.55,Cash offset,lpJonas,Approved
JE01364,2023-10-01,5800,Miscellaneous Expense,Expense,6734.6,0.0,Misc adjustment,lpJonas,Approved
JE01364,2023-10-01,1001,Cash and Cash Equivalents,Asset,0.0,6734.6,Cash offset,lpJonas,Approved
JE01365,2023-12-04,5600,Travel and Entertainment,Expense,50000.0,0.0,Travel expense claim,nmokoena,Approved
JE01365,2023-12-04,2001,Accounts Payable,Liability,0.0,50000.0,AP offset,nmokoena,Approved
JE01366,2023-09-24,5600,Travel and Entertainment,Expense,100000.0,0.0,Travel expense claim,nmokoena,Approved
JE01366,2023-09-24,2001,Accounts Payable,Liability,0.0,100000.0,AP offset,nmokoena,Approved
JE01367,2023-06-04,5600,Travel and Entertainment,Expense,75000.0,0.0,Travel expense claim,nmokoena,Approved
JE01367,2023-06-04,2001,Accounts Payable,Liability,0.0,75000.0,AP offset,nmokoena,Approved
JE01368,2023-08-23,5600,Travel and Entertainment,Expense,25000.0,0.0,Travel expense claim,nmokoena,Approved
JE01368,2023-08-23,2001,Accounts Payable,Liability,0.0,25000.0,AP offset,nmokoena,Approved
JE01369,2023-11-26,5600,Travel and Entertainment,Expense,200000.0,0.0,Travel expense claim,nmokoena,Approved
JE01369,2023-11-26,2001,Accounts Payable,Liability,0.0,200000.0,AP offset,nmokoena,Approved
JE01370,2023-07-08,5500,Professional Fees,Expense,44866.03,0.0,Consulting fees - V021,lpJonas,Approved
JE01370,2023-07-08,2001,Accounts Payable,Liability,0.0,44866.03,AP offset - V021,lpJonas,Approved
JE01371,2023-10-31,5500,Professional Fees,Expense,107783.88,0.0,Consulting fees - V021,lpJonas,Approved
JE01371,2023-10-31,2001,Accounts Payable,Liability,0.0,107783.88,AP offset - V021,lpJonas,Approved
JE01372,2023-10-18,5500,Professional Fees,Expense,94887.8,0.0,Consulting fees - V021,lpJonas,Approved
